#A h theta
458.779 -0.248 156.387
458.422 -0.243 156.289
458.345 -0.238 156.176
458.769 -0.233 156.035
458.67 -0.228 155.923
458.069 -0.223 155.838
458.438 -0.218 155.7
457.881 -0.213 155.613
458.155 -0.208 155.48
458.589 -0.203 155.339
459.303 -0.198 155.183
458.291 -0.193 155.12
460.339 -0.188 154.892
460.288 -0.183 154.777
458.771 -0.178 154.741
460.636 -0.173 154.523
460.022 -0.168125 154.441
459.34 -0.163125 154.36
458.978 -0.158125 154.262
459.277 -0.153125 154.128
459.129 -0.148125 154.018
459.783 -0.143125 153.865
458.825 -0.138125 153.798
458.99 -0.133125 153.672
459.252 -0.128125 153.54
458.82 -0.123125 153.445
459.358 -0.118125 153.298
459.235 -0.113125 153.187
459.291 -0.108125 153.066
459.795 -0.103125 152.921
459.767 -0.098125 152.804
459.679 -0.093125 152.691
460.824 -0.088125 152.511
460.393 -0.083125 152.416
460.302 -0.078125 152.303
460.056 -0.073125 152.198
459.774 -0.068125 152.095
460.253 -0.063125 151.952
460.284 -0.058125 151.832
458.134 -0.053125 151.829
458.551 -0.048125 151.688
458.524 -0.043125 151.572
459.059 -0.038125 151.425
459.175 -0.033125 151.3
460.755 -0.028125 151.097
457.675 -0.023125 151.144
459.655 -0.018125 150.92
459.639 -0.013125 150.802
460.063 -0.008125 150.661
459.593 -0.003125 150.568
459.291 0.001875 150.466
459.069 0.006875 150.359
458.473 0.011875 150.273
458.043 0.016875 150.177
460.043 0.021875 149.952
459.919 0.026875 149.84
458.95 0.031875 149.773
460.527 0.036875 149.57
459.841 0.041875 149.489
456.993 0.047 149.52
460.107 0.051875 149.237
458.486 0.057 149.202
458.273 0.061875 149.098
459.347 0.067 148.919
459.205 0.072 148.808
459.37 0.077 148.68
459.291 0.082 148.566
459.639 0.087 148.429
458.521 0.092 148.37
459.207 0.097 148.214
458.357 0.102 148.141
458.83 0.107 147.997
457.902 0.112 147.928
458.739 0.117 147.764
457.45 0.122 147.714
457.923 0.127 147.57
458.588 0.132 147.415
457.208 0.137 147.37
458.192 0.142 147.198
458.166 0.147 147.081
458.015 0.152 146.97
457.976 0.157 146.853
458.533 0.162 146.704
458.301 0.167 146.597
458.931 0.172 146.444
459.491 0.177125 146.292
458.878 0.182 146.209
458.681 0.187125 146.097
458.946 0.192125 145.964
458.901 0.197125 145.847
459.027 0.202125 145.721
457.962 0.207125 145.658
458.227 0.212125 145.525
458.825 0.217125 145.374
457.631 0.222 145.321
457.995 0.227125 145.179
457.508 0.232 145.089
459.442 0.237125 144.863
457.331 0.242 144.859
457.322 0.247 144.74
456.508 0.252 144.664
458.196 0.257 144.454
456.71 0.262 144.414
458.482 0.267 144.2
455.339 0.272 144.248
456.615 0.277 144.06
455.84 0.282 143.982
456.554 0.287 143.824
455.562 0.292 143.757
455.963 0.297 143.616
455.601 0.302 143.516
456.313 0.307 143.358
455.608 0.312 143.275
456.13 0.317 143.128
456.184 0.322 143.005
456.193 0.327 142.884
455.327 0.331875 142.814
456.344 0.336875 142.639
456.128 0.341875 142.531
456.301 0.346875 142.401
455.861 0.351875 142.305
455.618 0.356875 142.198
456.107 0.361875 142.051
455.284 0.366875 141.975
455.161 0.371875 141.861
455.348 0.376875 141.731
455.409 0.381875 141.608
455.594 0.386875 141.477
455.272 0.391875 141.374
454.783 0.396875 141.28
454.356 0.401875 141.182
454.94 0.406875 141.031
454.402 0.411875 140.939
454.813 0.416875 140.797
454.383 0.421875 140.699
454.217 0.426875 140.587
453.878 0.431875 140.485
453.254 0.436875 140.398
453.474 0.441875 140.265
452.278 0.446875 140.208
452.419 0.451875 140.08
451.542 0.456875 140.006
449.949 0.461875 139.971
449.525 0.466875 139.872
448.293 0.471875 139.817
447.76 0.476875 139.725
447.157 0.481875 139.636
446.586 0.486875 139.546
445.352 0.491875 139.491
444.729 0.496875 139.403
444.596 0.501875 139.289
446.231 0.506875 139.081
444.937 0.511875 139.029
444.719 0.516875 138.919
444.555 0.521875 138.807
443.912 0.526875 138.72
443.794 0.531875 138.605
441.544 0.536875 138.604
441.352 0.541875 138.493
439.867 0.547 138.448
439.206 0.551875 138.365
439.03 0.557 138.25
437.451 0.561875 138.216
438.195 0.567 138.052
435.811 0.571875 138.061
435.624 0.577 137.946
433.503 0.582 137.938
433.054 0.587 137.84
433.678 0.592 137.685
432.191 0.597 137.643
431.467 0.602 137.56
429.062 0.607 137.567
428.524 0.612 137.474
426.655 0.617 137.452
424.978 0.622 137.42
425.646 0.627 137.262
426.423 0.632 137.099
424.12 0.637 137.1
424.415 0.642 136.962
424.022 0.647 136.861
420.785 0.652 136.912
419.669 0.657 136.85
420.279 0.662 136.695
420.885 0.667 136.54
420.609 0.672 136.433
419.031 0.677125 136.392
416.165 0.682 136.426
415.033 0.687125 136.361
413.092 0.692125 136.343
413.498 0.697125 136.199
412.842 0.702125 136.111
410.367 0.707125 136.121
408.753 0.712125 136.085
408.623 0.717125 135.969
405.401 0.722 136.022
405.434 0.727125 135.895
401.835 0.732 135.968
403.488 0.737125 135.753
401.371 0.742 135.747
397.665 0.747 135.823
398.824 0.752 135.638
394.9 0.757 135.725
394.787 0.762 135.608
392.017 0.767 135.633
390.825 0.772 135.574
389.832 0.777 135.504
388.068 0.782 135.475
388.397 0.787 135.335
385.648 0.792 135.359
386.349 0.797 135.198
381.947 0.802 135.31
381.43 0.807 135.215
379.291 0.812 135.206
377.793 0.817 135.163
376.437 0.822 135.112
374.924 0.827 135.069
374.897 0.831875 134.95
371.81 0.836875 134.992
369.834 0.841875 134.974
369.057 0.846875 134.892
366.737 0.851875 134.892
366.255 0.856875 134.794
366.629 0.861875 134.65
363.628 0.866875 134.687
362.596 0.871875 134.619
361.31 0.876875 134.563
361.278 0.881875 134.441
358.822 0.886875 134.448
355.167 0.891875 134.52
355.07 0.896875 134.401
352.505 0.901875 134.414
349.717 0.906875 134.439
348.196 0.911875 134.396
346.637 0.916875 134.355
344.793 0.921875 134.329
342.778 0.926875 134.312
341.574 0.931875 134.252
339.923 0.936875 134.216
338.234 0.941875 134.182
337.26 0.946875 134.109
336.145 0.951875 134.044
334.607 0.956875 134.001
332.831 0.961875 133.971
332.561 0.966875 133.861
330.393 0.971875 133.852
328.85 0.976875 133.809
327.587 0.981875 133.752
323.329 0.986875 133.854
319.673 0.991875 133.924
315.809 0.996875 134.005
313.328 1.00188 134.011
312.377 1.00687 133.937
310.069 1.01188 133.935
309.986 1.01687 133.814
310.151 1.02188 133.679
307.817 1.02687 133.678
307.414 1.03187 133.574
306.252 1.03687 133.511
305.753 1.04187 133.412
303.114 1.047 133.423
302.249 1.05187 133.346
302.349 1.057 133.212
300.465 1.06188 133.189
296.977 1.067 133.246
294.862 1.072 133.232
293.805 1.077 133.162
292.648 1.082 133.097
291.448 1.087 133.035
290.305 1.092 132.969
288.83 1.097 132.921
287.513 1.102 132.865
286.898 1.107 132.771
285.657 1.112 132.71
283.983 1.117 132.672
282.076 1.122 132.647
280.764 1.127 132.59
280.23 1.132 132.491
278.338 1.137 132.464
276.369 1.142 132.442
275.722 1.147 132.349
273.363 1.152 132.346
272.322 1.157 132.274
270.053 1.162 132.267
269.277 1.167 132.181
265.353 1.172 132.26
264.239 1.17712 132.188
262.813 1.182 132.139
260.538 1.18712 132.128
259.049 1.19213 132.078
257.536 1.19712 132.03
256.249 1.20213 131.97
254.593 1.20713 131.929
252.94 1.21213 131.888
251.328 1.21713 131.844
249.646 1.22213 131.804
246.996 1.22713 131.815
245.309 1.232 131.778
243.294 1.23713 131.751
241.71 1.242 131.709
239.222 1.247 131.71
237.549 1.252 131.668
236.17 1.257 131.611
233.839 1.262 131.604
231.656 1.267 131.588
229.687 1.272 131.561
228.293 1.277 131.504
227.684 1.282 131.407
226.408 1.287 131.343
223.852 1.292 131.346
221.243 1.297 131.351
220.155 1.302 131.277
217.36 1.307 131.291
215.276 1.312 131.268
214.714 1.317 131.167
212.274 1.322 131.162
210.291 1.327 131.133
207.293 1.33188 131.159
205.403 1.33688 131.124
204.174 1.34187 131.057
202.708 1.34688 131
200.658 1.35187 130.974
198.524 1.35688 130.95
196.476 1.36187 130.923
194.804 1.36688 130.876
192.856 1.37187 130.842
191.735 1.37688 130.767
190.548 1.38187 130.696
189.416 1.38688 130.621
187.626 1.39187 130.579
187.686 1.39688 130.445
186.012 1.40188 130.396
183.284 1.40688 130.399
182.153 1.41188 130.323
180.455 1.41688 130.274
178.892 1.42188 130.219
177.057 1.42687 130.177
175.353 1.43188 130.127
173.397 1.43687 130.09
171.785 1.44188 130.035
171.122 1.44687 129.935
170.041 1.45188 129.854
169.111 1.45688 129.766
167.891 1.46188 129.692
165.461 1.46688 129.675
161.745 1.47188 129.717
159.461 1.47688 129.691
157.666 1.48188 129.641
155.838 1.48688 129.592
154.168 1.49188 129.536
152.439 1.49688 129.482
151.724 1.50187 129.381
150.114 1.50687 129.32
149.317 1.51187 129.223
147.345 1.51687 129.177
145.657 1.52188 129.118
145.072 1.52687 129.01
144.363 1.53188 128.907
143.623 1.53687 128.806
141.999 1.54188 128.742
141.065 1.54688 128.649
139.85 1.55188 128.567
134.931 1.55688 128.642
132.79 1.56188 128.597
129.019 1.56688 128.619
125.575 1.57188 128.623
123.638 1.57688 128.565
122.346 1.58188 128.48
121.839 1.58688 128.363
120.451 1.59187 128.281
119.925 1.59688 128.165
118.139 1.60187 128.097
116.919 1.60688 128.006
114.412 1.61187 127.962
112.796 1.61688 127.884
110.905 1.62187 127.815
108.496 1.62688 127.761
106.075 1.63187 127.706
103.86 1.63688 127.641
101.009 1.64187 127.594
98.8182 1.64688 127.523
97.0777 1.65188 127.436
95.4428 1.657 127.34
94.0715 1.66188 127.242
92.6792 1.667 127.137
91.4222 1.672 127.03
89.8945 1.677 126.928
88.5865 1.682 126.82
86.5156 1.687 126.727
85.8317 1.692 126.601
85.0072 1.697 126.477
83.6324 1.702 126.364
81.8551 1.707 126.256
80.0285 1.712 126.146
78.7416 1.717 126.024
77.1981 1.722 125.904
76.0237 1.727 125.777
74.8019 1.732 125.648
72.0963 1.737 125.531
70.2047 1.742 125.4
69.1305 1.747 125.26
68.1689 1.75187 125.122
66.8275 1.75687 124.979
65.6848 1.76187 124.833
64.9007 1.76687 124.685
63.4732 1.77188 124.533
62.5802 1.77687 124.382
61.1491 1.78188 124.223
58.8778 1.78687 124.049
53.8621 1.79188 123.802
51.2603 1.79688 123.577
49.0628 1.80188 123.346
45.5344 1.80688 123.031
39.1669 1.81188 122.448
33.1843 1.81688 121.667
29.6613 1.82188 120.993
25.871 1.82688 120.104
18.5383 1.83188 117.701
