#A h theta
466.349 -0.761214 167.23
465.486 -0.755254 167.14
465.07 -0.749292 167.024
465.539 -0.743329 166.859
465.562 -0.737364 166.718
466.087 -0.731397 166.55
463.907 -0.725429 166.532
463.389 -0.71946 166.422
463.057 -0.713489 166.301
462.417 -0.707517 166.198
463.065 -0.701544 166.022
463.331 -0.695571 165.868
463.412 -0.689596 165.724
461.81 -0.683621 165.674
462.164 -0.677645 165.515
462.698 -0.671668 165.345
462.745 -0.665691 165.203
462.417 -0.659863 165.086
462.817 -0.653885 164.924
463.187 -0.647907 164.763
461.873 -0.641929 164.697
462.091 -0.635951 164.545
462.033 -0.629973 164.409
462.353 -0.623995 164.252
462.186 -0.618017 164.121
460.643 -0.61204 164.068
461.771 -0.606063 163.865
461.764 -0.600086 163.726
461.578 -0.59411 163.597
461.237 -0.588135 163.476
460.82 -0.582161 163.36
460.546 -0.576187 163.235
459.929 -0.570214 163.13
459.716 -0.564243 163.003
458.772 -0.558272 162.916
459.215 -0.552302 162.751
459.491 -0.546334 162.596
459.02 -0.540367 162.483
460.595 -0.534401 162.256
461.2 -0.528437 162.083
460.933 -0.522475 161.958
461.77 -0.516513 161.772
461.866 -0.510554 161.627
465.12 -0.504596 161.307
462.323 -0.49864 161.323
459.941 -0.492686 161.316
460.367 -0.486734 161.153
463.779 -0.480784 160.825
463.067 -0.474836 160.725
462.554 -0.46889 160.614
462.501 -0.462947 160.478
462.373 -0.457005 160.346
462.65 -0.451066 160.192
463.153 -0.44513 160.025
462.837 -0.439196 159.903
463.484 -0.433264 159.729
463.447 -0.427335 159.592
463.623 -0.421409 159.443
462.83 -0.415485 159.348
463.765 -0.409564 159.158
464.718 -0.403646 158.966
465.068 -0.397731 158.808
466.284 -0.391671 158.599
463.769 -0.38591 158.603
465.419 -0.379856 158.37
462.891 -0.374101 158.375
463.104 -0.368054 158.222
463.25 -0.362157 158.075
464.027 -0.356264 157.894
462.87 -0.350374 157.82
462.919 -0.344488 157.679
461.328 -0.338605 157.629
463.461 -0.332726 157.373
462.643 -0.32685 157.28
461.88 -0.320977 157.185
461.123 -0.315109 157.089
461.548 -0.309244 156.928
458.586 -0.303382 156.954
460.096 -0.297525 156.733
460.268 -0.291671 156.586
459.245 -0.285822 156.505
458.255 -0.279976 156.422
459.319 -0.274134 156.226
459.526 -0.268296 156.077
458.285 -0.262462 156.009
458.111 -0.256632 155.881
458.183 -0.250661 155.737
457.705 -0.244985 155.63
458.732 -0.239023 155.433
458.451 -0.23321 155.312
458.444 -0.227402 155.175
458.732 -0.221597 155.023
458.737 -0.215798 154.886
458.999 -0.210002 154.735
458.442 -0.204211 154.63
458.767 -0.198425 154.475
460.08 -0.192643 154.267
459.518 -0.18701 154.165
458.535 -0.181093 154.08
458.89 -0.175469 153.928
458.96 -0.169705 153.788
458.779 -0.163946 153.662
458.422 -0.158192 153.546
458.345 -0.152442 153.415
458.769 -0.146697 153.256
458.67 -0.140958 153.126
458.069 -0.135223 153.024
458.438 -0.129492 152.869
457.881 -0.123767 152.764
458.155 -0.118047 152.614
458.589 -0.112331 152.455
459.303 -0.106621 152.281
458.291 -0.100915 152.202
460.339 -0.0952148 151.955
460.288 -0.0895195 151.823
458.771 -0.0838292 151.772
460.636 -0.078144 151.535
460.022 -0.0726058 151.438
459.34 -0.0669308 151.341
458.978 -0.0612609 151.227
459.277 -0.0555962 151.077
459.129 -0.0499368 150.951
459.783 -0.0442825 150.781
458.825 -0.0386335 150.7
458.99 -0.0329898 150.558
459.252 -0.0273514 150.41
458.82 -0.0217182 150.3
459.358 -0.0160905 150.137
459.235 -0.010468 150.011
459.291 -0.00485092 149.875
459.795 0.000760781 149.714
459.767 0.00636709 149.583
459.679 0.011968 149.455
460.824 0.0175635 149.259
460.393 0.0231535 149.15
460.302 0.0287381 149.023
460.056 0.0343172 148.904
459.774 0.0398908 148.787
460.253 0.045459 148.629
460.284 0.0510216 148.495
458.134 0.0565788 148.481
458.551 0.0621304 148.327
458.524 0.0676764 148.196
459.059 0.0732169 148.035
459.175 0.0787519 147.897
460.755 0.0842813 147.679
457.675 0.0898051 147.717
459.655 0.0953233 147.477
459.639 0.100836 147.347
460.063 0.106343 147.193
459.593 0.111844 147.088
459.291 0.11734 146.973
459.069 0.12283 146.855
458.473 0.128315 146.757
458.043 0.133794 146.65
460.043 0.139267 146.41
459.919 0.144735 146.286
458.95 0.150197 146.21
460.527 0.155653 145.993
459.841 0.161104 145.901
456.993 0.166685 145.924
460.107 0.171989 145.626
458.486 0.177558 145.583
458.273 0.182851 145.468
459.347 0.188409 145.276
459.205 0.193825 145.155
459.37 0.199236 145.017
459.291 0.204642 144.892
459.639 0.210042 144.744
458.521 0.215436 144.676
459.207 0.220824 144.51
458.357 0.226207 144.428
458.83 0.231584 144.273
457.902 0.236955 144.196
458.739 0.242321 144.021
457.45 0.247681 143.964
457.923 0.253036 143.81
458.588 0.258385 143.645
457.208 0.263728 143.593
458.192 0.269066 143.411
458.166 0.274398 143.285
458.015 0.279724 143.165
457.976 0.285045 143.04
458.533 0.29036 142.882
458.301 0.29567 142.767
458.931 0.300974 142.606
459.491 0.306405 142.444
458.878 0.311565 142.354
458.681 0.316985 142.235
458.946 0.322266 142.094
458.901 0.327542 141.969
459.027 0.332813 141.836
457.962 0.338078 141.768
458.227 0.343337 141.627
458.825 0.348591 141.468
457.631 0.353709 141.41
457.995 0.359083 141.261
457.508 0.36419 141.165
459.442 0.369553 140.929
457.331 0.374649 140.922
457.322 0.37987 140.797
456.508 0.385086 140.716
458.196 0.390296 140.498
456.71 0.395501 140.454
458.482 0.400701 140.232
455.339 0.405895 140.279
456.615 0.411084 140.084
455.84 0.416268 140.001
456.554 0.421446 139.837
455.562 0.426619 139.766
455.963 0.431786 139.62
455.601 0.436949 139.515
456.313 0.442106 139.351
455.608 0.447258 139.265
456.13 0.452404 139.112
456.184 0.457545 138.985
456.193 0.462681 138.86
455.327 0.467684 138.787
456.344 0.47281 138.607
456.128 0.477931 138.495
456.301 0.483046 138.361
455.861 0.488156 138.262
455.618 0.493262 138.151
456.107 0.498362 138.001
455.284 0.503457 137.923
455.161 0.508547 137.806
455.348 0.513632 137.672
455.409 0.518712 137.546
455.594 0.523787 137.412
455.272 0.528857 137.307
454.783 0.533922 137.211
454.356 0.538982 137.111
454.94 0.544037 136.956
454.402 0.549087 136.863
454.813 0.554133 136.718
454.383 0.559173 136.619
454.217 0.564209 136.505
453.878 0.56924 136.402
453.254 0.574266 136.314
453.474 0.579287 136.179
452.278 0.584304 136.123
452.419 0.589315 135.993
451.542 0.594322 135.919
449.949 0.599325 135.885
449.525 0.604323 135.786
448.293 0.609316 135.732
447.76 0.614304 135.639
447.157 0.619288 135.551
446.586 0.624267 135.461
445.352 0.629242 135.407
444.729 0.634212 135.32
444.596 0.639178 135.206
446.231 0.644139 134.995
444.937 0.649095 134.945
444.719 0.654048 134.835
444.555 0.658995 134.723
443.912 0.663939 134.638
443.794 0.668878 134.523
441.544 0.673813 134.526
441.352 0.678743 134.416
439.867 0.683792 134.374
439.206 0.688591 134.292
439.03 0.693632 134.179
437.451 0.698422 134.148
438.195 0.703454 133.983
435.811 0.708236 133.997
435.624 0.71326 133.884
433.503 0.718156 133.881
433.054 0.723049 133.785
433.678 0.727937 133.631
432.191 0.732822 133.592
431.467 0.737702 133.512
429.062 0.742579 133.524
428.524 0.747451 133.434
426.655 0.75232 133.417
424.978 0.757184 133.39
425.646 0.762045 133.233
426.423 0.766902 133.071
424.12 0.771755 133.078
424.415 0.776604 132.942
424.022 0.781449 132.844
420.785 0.786291 132.903
419.669 0.791129 132.845
420.279 0.795963 132.692
420.885 0.800794 132.54
420.609 0.805621 132.435
419.031 0.810565 132.4
416.165 0.815264 132.442
415.033 0.8202 132.382
413.092 0.825013 132.37
413.498 0.829822 132.229
412.842 0.834627 132.146
410.367 0.839429 132.163
408.753 0.844228 132.133
408.623 0.849023 132.021
405.401 0.853695 132.083
405.434 0.858603 131.96
401.835 0.863269 132.042
403.488 0.86817 131.829
401.371 0.87283 131.83
397.665 0.877605 131.916
398.824 0.882377 131.734
394.9 0.887146 131.831
394.787 0.891912 131.719
392.017 0.896675 131.753
390.825 0.901434 131.7
389.832 0.906191 131.637
388.068 0.910944 131.616
388.397 0.915695 131.479
385.648 0.920442 131.512
386.349 0.925186 131.356
381.947 0.929928 131.48
381.43 0.934666 131.39
379.291 0.939402 131.39
377.793 0.944135 131.354
376.437 0.948865 131.311
374.924 0.953592 131.276
374.897 0.958198 131.163
371.81 0.96292 131.215
369.834 0.967639 131.205
369.057 0.972355 131.13
366.737 0.977069 131.14
366.255 0.98178 131.049
366.629 0.986488 130.91
363.628 0.991193 130.958
362.596 0.995896 130.897
361.31 1.0006 130.85
361.278 1.0053 130.734
358.822 1.00999 130.751
355.167 1.01468 130.834
355.07 1.01937 130.722
352.505 1.02406 130.745
349.717 1.02875 130.781
348.196 1.03343 130.747
346.637 1.03811 130.715
344.793 1.04279 130.699
342.778 1.04747 130.692
341.574 1.05214 130.64
339.923 1.05681 130.613
338.234 1.06148 130.589
337.26 1.06615 130.525
336.145 1.07082 130.468
334.607 1.07548 130.435
332.831 1.08014 130.415
332.561 1.0848 130.312
330.393 1.08946 130.314
328.85 1.09411 130.281
327.587 1.09876 130.233
323.329 1.10342 130.348
319.673 1.10806 130.431
315.809 1.11271 130.525
313.328 1.11736 130.543
312.377 1.12199 130.478
310.069 1.12664 130.487
309.986 1.13128 130.374
310.151 1.13592 130.247
307.817 1.14055 130.257
307.414 1.14518 130.162
306.252 1.14981 130.108
305.753 1.15444 130.018
303.114 1.15919 130.041
302.249 1.1637 129.974
302.349 1.16845 129.848
300.465 1.17296 129.836
296.977 1.17769 129.906
294.862 1.18231 129.904
293.805 1.18693 129.844
292.648 1.19155 129.789
291.448 1.19616 129.737
290.305 1.20078 129.682
288.83 1.20539 129.644
287.513 1.21 129.598
286.898 1.21461 129.514
285.657 1.21922 129.464
283.983 1.22383 129.437
282.076 1.22843 129.423
280.764 1.23304 129.376
280.23 1.23764 129.288
278.338 1.24224 129.273
276.369 1.24684 129.262
275.722 1.25144 129.179
273.363 1.25603 129.189
272.322 1.26063 129.127
270.053 1.26523 129.132
269.277 1.26982 129.056
265.353 1.27441 129.15
264.239 1.27911 129.089
262.813 1.28359 129.051
260.538 1.28829 129.053
259.049 1.29289 129.014
257.536 1.29746 128.978
256.249 1.30206 128.929
254.593 1.30664 128.9
252.94 1.31123 128.87
251.328 1.31581 128.838
249.646 1.32039 128.81
246.996 1.32497 128.834
245.309 1.32943 128.808
243.294 1.33412 128.795
241.71 1.33858 128.764
239.222 1.34316 128.778
237.549 1.34773 128.748
236.17 1.3523 128.703
233.839 1.35688 128.708
231.656 1.36145 128.705
229.687 1.36602 128.691
228.293 1.37059 128.646
227.684 1.37516 128.559
226.408 1.37973 128.507
223.852 1.38429 128.523
221.243 1.38886 128.541
220.155 1.39342 128.48
217.36 1.39799 128.507
215.276 1.40255 128.497
214.714 1.40711 128.407
212.274 1.41168 128.415
210.291 1.41624 128.399
207.293 1.42069 128.438
205.403 1.42525 128.416
204.174 1.4298 128.361
202.708 1.43436 128.317
200.658 1.43891 128.303
198.524 1.44347 128.293
196.476 1.44802 128.278
194.804 1.45258 128.244
192.856 1.45713 128.223
191.735 1.46169 128.16
190.548 1.46623 128.101
189.416 1.47079 128.038
187.626 1.47533 128.008
187.686 1.47989 127.885
186.012 1.48444 127.849
183.284 1.48899 127.866
182.153 1.49354 127.802
180.455 1.49808 127.767
178.892 1.50263 127.724
177.057 1.50717 127.694
175.353 1.51172 127.658
173.397 1.51625 127.634
171.785 1.5208 127.592
171.122 1.52534 127.504
170.041 1.52989 127.435
169.111 1.53443 127.36
167.891 1.53897 127.298
165.461 1.54351 127.294
161.745 1.54804 127.352
159.461 1.55258 127.339
157.666 1.55712 127.302
155.838 1.56165 127.267
154.168 1.56619 127.224
152.439 1.57072 127.183
151.724 1.57525 127.094
150.114 1.57978 127.047
149.317 1.58431 126.961
147.345 1.58884 126.929
145.657 1.59338 126.884
145.072 1.5979 126.788
144.363 1.60244 126.697
143.623 1.60695 126.609
141.999 1.61149 126.558
141.065 1.61602 126.477
139.85 1.62054 126.408
134.931 1.62506 126.501
132.79 1.62959 126.469
129.019 1.63411 126.506
125.575 1.63863 126.525
123.638 1.64315 126.48
122.346 1.64767 126.408
121.839 1.65219 126.305
120.451 1.65669 126.236
119.925 1.66122 126.132
118.139 1.66573 126.078
116.919 1.67025 126
114.412 1.67475 125.971
112.796 1.67927 125.906
110.905 1.68378 125.85
108.496 1.68829 125.811
106.075 1.69279 125.77
103.86 1.69731 125.719
101.009 1.70181 125.687
98.8182 1.70632 125.629
97.0777 1.71082 125.556
95.4428 1.71544 125.474
94.0715 1.71983 125.39
92.6792 1.72444 125.298
91.4222 1.72894 125.205
89.8945 1.73343 125.117
88.5865 1.73793 125.022
86.5156 1.74242 124.944
85.8317 1.74692 124.831
85.0072 1.75141 124.721
83.6324 1.7559 124.622
81.8551 1.76039 124.528
80.0285 1.76488 124.432
78.7416 1.76936 124.325
77.1981 1.77385 124.218
76.0237 1.77833 124.105
74.8019 1.78281 123.99
72.0963 1.78729 123.887
70.2047 1.79177 123.77
69.1305 1.79625 123.645
68.1689 1.8006 123.521
66.8275 1.80508 123.392
65.6848 1.80955 123.26
64.9007 1.81402 123.127
63.4732 1.81849 122.99
62.5802 1.82295 122.852
61.1491 1.82742 122.708
58.8778 1.83187 122.548
53.8621 1.83634 122.313
51.2603 1.8408 122.1
49.0628 1.84526 121.882
45.5344 1.84971 121.578
39.1669 1.85416 120.998
33.1843 1.85861 120.215
29.6613 1.86306 119.542
25.871 1.8675 118.648
18.5383 1.87194 116.194
